label,text
joy,I preached to a F.3 students in a gospel camp.  They thus knew more about God and made up their minds to believe in Jesus.
fear,When the doctor told me that there was something wrong with my eye and I had to undergo an operation.
anger,I had left a student newspaper of the Chinese university on the table of the library.  It had disappeared when I came back.
sadness,"One of my class-mates had a disease unexpectedly, he had been in a coma for six days in a hospital before he died."
disgust,"Someone, who was sitting very close to me, was smoknig in the compartment of an air conditioned mini-bus."
shame,"In the compartment of a public transport railway, I did not give my seat to an old man who was standing near me.  It was another teenager who did so."
guilt,One saturday night I did some meaningless work and went to bed very late.  Next morning I had was very sleepy so I continued sleeping even though I had work to do and I missed the Sunday service.
joy,When I attended the concert of a pop singer.
fear,I was afraid that I would fail an examination.
anger,I had too much homework and examinations and I did not know how to organize my work.
sadness,When I forgot the lyrics during a song contest.
disgust,Because of the examination I had to study night and day.
shame,I did badly in the mid term examination.
guilt,The results of the mid term examinations were very poor.
joy,When I had a good result in the certificate examination.
fear,When I was walking along a road alone on my way to go shopping.
anger,"In the student's union there was someone who took the photocopies of two large volumes.  I asked him to let me take a few, he refused it for an acceptable reason. "
sadness,When another person's mother died.
disgust,I greeted a friend and he did not respond.
shame,"In an examination ,which other students found easy I could hardly think and did not know what to answer."
guilt,"I cut a friend's hair in anger, without any consideration."
joy,Yesterday my friend gave me a gift and had dinner with me.
fear,Once while walking along a hill; I fell down out of carelessness and I broke my left arm.
anger,"Last week, my organization summoned an executive meeting and one of the executive member's pointed out a loop hole in the committee's administration.  He could not suggest any improvements, so I quarrelled with him."
sadness,The death of my father.
disgust,"I was sitting in the bus and a man with a very unpleasant smell came and sat next to me, to top it all he smoked continously."
shame,When I was in the canteen of the United college I mistook a stranger for a classmate as I was not wearing my glasses.  I realized that I had made this mistake when I saw him again carefully.
guilt,I got up late and I could not go to my lessons on time.  When I entered the class room the stare of the teacher and my classmates made me feel guilty.
joy,When my application for studying the masters degree was accepted. 
fear,"Once at midnight, I was working alone at office and the phone suddenly rang."
anger,"When I was concentrating on my work, my friend disturbed me continously.  I asked him to stop but in vain."
sadness,"I had asked the teacher to write a recommendation letter for me, but I had not provided enough information and had run short of time."
disgust,"When I was talking to a person who is a hypocrite, I felt disgusted at his reaction."
shame,My companion admired me when I did some work voluntarily.
guilt,My wrong behaviour made my loved one feel sad and uneasy.
joy,"When I first heard \I like you !\"" from my boyfriend."""
fear,"When I received the higher level exam results, I mistook the grade E in mathematics for a grade F and I was shocked."
anger,I had planned to study for my mid-term exams on a certain day and  my room-mate called me to ask me to go out for a stroll.  I tried to make an excuse so as not to go out but she refused to listen to me and insisted that I go out with her.  I find it unnecessary  to talk to her anymore.á 
sadness,Due to some reasons my boyfriend and I decided to separate.
disgust,"Once when I had started to write a paper, there was a phone call for me.  I had to go downstairs to receive it and after the conversation I discovered that all the information had disappeared from my mind."
shame,"When the teacher asked me a question, I did not know the answer and I just stood still for about a few minutes without saying a word."
guilt,Once when I was in the cell group (religious activity) I found that almost everyone in the group read the bible daily and I felt guilty in my heart.
joy,When I read the newspaper that morning I found my candidature number on the admission list of the Chinese university.  I was satisfied and happy and the cumulative anxiety disappeared.  I only wanted to cry out that I had succeeded.
fear,Tutorial again !  A fearful feeling came to me when I sat on the chair and looked at my fellow students all around.  I was really scared that they would ask me some questions or challenge the ideas that I had presented.
anger,"The trick was really intolerable.  They hid it, and I was worried and restless all day.  When I saw them I really wanted to slap each one of them."
sadness,"A and I were walking along the new Asia stairway to the Chung Chi college for our lecture and I saw him with her.  He put one arm around her shoulder and laugher brightly and joyfully.  I did not dare and did not want to look, just walked by them quickly.  The interest of talking to A disappeared and I just wanted to remain silent.  But I did not want A to know and so I left him and went to F.  I should have expected this to happen."
disgust,Knowing that I had to do the survey with him I felt very reluctant.  Although I do not know him I feel disgusted by just looking at him.  Thinking that the project lasted several days I regreted having joined that project.
shame,During the lesson the teacher called me and asked me if I had reported that I was late.  I pretended that I had but looking at her eyes I knew that she knew that I was lying.  I thought that it was really bad luck that she had examined the list of the students who were late.
guilt,"That evening when I opened the songbook while I was singing the song \Those were the days\"" that guilt feeling became stronger.  The lyrics described well - I was really wrong.  The wish that I had made was really bad. If she were with me I would really be happy and we would play happily together like the days in secondary school and she would not be disappointed and gloomy because of me."""
joy,When I learnt that I could do further studies at the Chinese university.
fear,My best frieend left school recently.  The next day the weather turned bad suddenly and the male class-mates turned off the lights.  I remained on the table and was scared.
anger,I was scolded by my mother for no reason.
sadness,When I learnt that I had been betrayed by my friend.
disgust,"When I dined with my new friends, one of them kept reminding us that he was superior."
shame,While dining with some accquaintances I was asked something which I should have known but I did not know.
guilt,My friend came to the concert for my sake as it was me who had organized it and the concert was unsuccessful.
joy,I was accepted by the Chinese university.
fear,Waiting for the results of the High level examination.  I was afraid of not being accepted.
anger,I had a date with a friend to see a movie and my friend was late.  I waited for a long hour and was very angry.
sadness,The quarrel between my  parents.
disgust,During the Chinese lessons a student often showed off. Moreover he misbehaved and dressed very badly.  So disgusting !
shame,I saw a bag on the street and just then a stranger passed by.  I picked up the bag immediately and gave it to the stranger as I thought that it belonged to him.  But it was not his bag and I felt ashamed.
guilt,I refused to lend my homework to a friend.
fear,"Once, before I had learnt to swim, I stepped on a slippery slope where there was a lot of moss and I slipped into the water.  The water was very deep and I could not stand on my feet.  I sank and had to use a lot of energy."
disgust,"One day when I was sitting in a not very crowded bus, a middle  aged woman was standing beside me.  The person sitting next to me got up to get off and this woman pushed me and occupied the seat.  Then she took off her shoes and put her feet on the seat."
fear,When I saw a horrible movie - Alien.
sadness,"In 1983, my results at the university entrance exam were very poor - far from what I had expected.   I thought that I would not be accepted at the university."
disgust,"I am disgusted by people who spoil their identity because of misbehaviour.  This morning when I was in a crowded bus, I found a seat on which a university student was sitting on one side and he had put his bag and files next to him.  There was very little space left and I sat down while he kept on reading.  Even when I leaned on him he did not put his bag away.  He did not respond and I felt very angry."
shame,During a lecture six students (including me) were asked to leave the class as we had not prepared for the lesson.  I felt ashamed and angry.
guilt,One evening I went fishing with some friends but we could not fish as a fisherman had already put his net there.  We pulled out the net to find only crabs in it so we threw the net away.  The net was large and may have cost $1000.  The fisherman used the net to earn a living and we had had thrown it.
joy,"I had a very close friend who went to Canada after her F.B, his  departure was unavoidable.  When he came back during the Summer holidays I was very happy as nothing had changed between us."
fear,"The day before the university results came out I was both excited and scared.  If I failed I did not know what I would do as I did not want to work, my family was ambivalent."
anger,Before the certificate examination I was very poor in Biology (the worst result in my class).  Ever since F.5 it had been getting poorer and poorer.  I had tried my best and had spent most of my time studying this subject.  Finally my results were so bad that I thought that it was just not fair.
sadness,My cat died from an illness.  It had been with us for 7 years.  It was a lovely cat.  It had been ill for one or two weeks and the veterinary surgeon had told us that it was dying.
disgust,In secondary school I had a class-mate who talked too much.   Once we went to the cinema after school and she sat next to me and commented the movie throughout  - very disgusting.
shame,Our teacher had invited us to lunch and once at the canteen we started introducing ourselves.  Two of the boys showed a lot of interest in knowing personal details and then they started talking about some activities held in the college.  I had little interest in those activities so I talked to another student sitting next to me as I was afraid that they would ask me questions on those activities.
guilt,My younger sister wanted to take classes to learn a musical instrument.  One Saturday morning my mother asked me to go with        her for the registration.  I did not want to go  so I said that there might be many bad people at the club.  As a resullt my sister was scolded by my mother.
joy,When I could study at university.
fear,When I forgot the lines of the play during an orientation camp.
anger,Before the department meeting my friend ate a dish that I had prepared for this meeting.
sadness,"I had a very short term romance during the summer vacations.  When we first met I felt excited but I wanted to avoid him after we had met a few times and so I proposed that we stay apart, I felt very sad then."
disgust,I felt disgusted on seeing my boyfriend after our separation.  One day he was begging at the mass transit railway station and at that moment I hated him.
shame,Acting in a play at the orientation camp made me feel timid.
guilt,I made my boyfriend so unhappy and depressed that I feel guilty.
joy,"My friend had organized a birthday party for me secretly, I was very happy not so much for the presents but because they seemed to care for me."
fear,My 80 year old grandfather underwent three successive operations during a single year.  The third operation was risky and I was scared that he would die and feared that my grandmother would be very sad.
anger,My elder brother often criticizes my mother's cooking.  Once he did it very impolitely and lost his temper.  This made all of us very sad.  I was very angry and I scolded him.  He asked me not to interfere with what was his buisness.
sadness,"When my grandfather died I was extremely sad.  However my family members did not have any special feelings, they said that he was already 80 years old."
disgust,"I was an instructior in a youth organization.  Whenever we, the instructors would have a meeting the advisor would be present.  He did not understand our worknig conditions but talked a lot and had a lot of outdated ideas.  Whenever we disagreed with him he was very discontent and said that we had a prejudice against him.  Why did he have to treat us as his subordinates ?"
shame,When we received  our academic result I learnt that my  results were bad as I had not done my best.  The results of my accquaintances were good and when they asked me about my results I really did not want to answer.
guilt,"When I was fighting with my elder brother I unintentionally hurt   him in the eye with a wooden bar.  I felt guilty and feared that he would be blind, fortunately he recovered after 15 days."
joy,I finished my homework; an important task.
fear,Fear of the turn that the examination paper would take as I lacked confidence.
anger,"Mr C took my drawing pens, without having asked for my permission first, and lost them.  He did not tell me about it till I asked him and then did not try to find them."
sadness,"When I learnt that I had to repeat the first year, I found the solution immediately but was blocked by many difficulties."
disgust,My girlfriend lost her temper without any reason and she did not consider or respect my feelings.
shame,After I had given the wrong answer to my students they pointed it out to me and I had to correct myself.
guilt,I prayed unfaithfully.
joy,I am happpy when I get good results in the field of academics or athletics.  
fear,"One day a fierce looking man came to our house  and said that my father should apologize to him, however I was alone at home."
anger,My cassmate laughed at me when I was being scolded by the teacher.
sadness,I knew a girl so lovely that everyone would like her.  But she refused to accept my Christmas present and I tried to forget her.
disgust,"I hate the behaviour of my so called friends, they use bad language, spit, boast and treat the youngsters badly."
shame,When I was young my mother told the neighbour that I had wet the bed.  I felt ashamed thinking that the neighbour's children would get to know about it.
guilt,One day while we were strolling along the road one of my friends suggested that we go and watch a blue film.  I was curious so I went along but I felt quite guilty later.
joy,"The day the results of the university entrance exam was published, I found my canditate number and I was very excited."
fear,"One night we were having a barbecue on the beach and I needed to go to my car, which was far away from the beach.  It was very dark as there were no street lamps.  I ran in the dark, very scared, I ran as fast as possible."
sadness,I separated with the one I liked most.  She refused all my dates and told me that she had dated another one.  My heart seemed to cease beating.  I was silent for some time and then I whispered goodbye and left without turning back.
disgust,"When I was a teacher in an evening school, a girl raised a lot of questions and expressed her opinions.  She, very often, took a stand which was different from mine and she thought that it was better than mine.  Her opinions were helpful academically, but  she did not take into consideration my position in public.  Also she seemed to be very talkative and so she disgusted me."
shame,I had lunch in a restaurant with a friend and I paid the bill.  The change was that of a two dollar and a ten cent coin.  As I was talking with my friend I took the two dollar coin and forgot to leave a tip.
guilt,"I was cold to my sister without meaning it, just because I was upset and frustated."
joy,When I learnt that I had been admitted to the university.
fear,After the interview for admission to the university and before the admission list was disclosed.  I was scared that I would not be admitted and my fear lasted for quite some time.  My fear disappeared only after the list was disclosed.
anger,"When I was studying in the library - preparing for a test, two people sitting next to me talked to each other for 20 minutes.  There were no other seats so I could not go elsewhere and I did   not want to interrupt them, so I could only be angry in my heart."
sadness,"I had been separated from my girlfriend for about a year.  On her birthday I put a present in her mailbox.  I had spent two days choosing a suitable present for her.  I waited for a few days and there was no reply from her; at last I received a thank-you card in my mailbox.  On the card there was only my name, the words thank-you  and her signature.  I was very sad then."
disgust,"When I was travelling to school by bus, I went past a place where a sewer had been repaired.  There was a bad strong smell which suffocated me and I wanted to leave the place immediately."
shame,I received the results of the test paper of my major subject and I found that my result was not as good as a classmate who had recently changed his major subject.    I felt very ashamed.
guilt,I had promised myself that I would do one good deed every day.  One night I saw a beggar whose muscles had been atrophyed.  I walked passed him thinking that he was feigning.  Later I realized that he had not been pretending and I had a feeling of guilt as I had not kept my promise.
joy,"Talkiing about the past happy hours with two friends at night in a camp a few months ago.  We shared our feelings, notions and every hidden anxiety.  I thought that they cared for me and I was very happy and satified."
fear,I remember that my form 2 teacher was very fierce and dogmatic.  My feet would tremble whenever I saw her but I had to face the fact that I had to go for her class. 
anger,"One night I could not practise my violin as my family was watching T.V with the lights off, so I wanted to listen to some tapes.  It was dark so I asked my brother to bring me a torch, however he scolded me.  I was so angry that I slammed my violin on the floor."
sadness,"My mother suffers from a mental illness.  One night she was not feeling well and was sent to the hospital.  I was scared that she would die, and all night I was very sad and did not dare to close my eyes."
disgust,At the crowded conditions of living.  I always quarrel with my elder brother as he puts the T.V volume at a deafening level and I can not practise my piano lessons.  Thus I feel that my home is disgusting.
shame,I lost my temper at my mother while she was teaching me.  I felt ashamed and sorry at having hurt my loving mother.
guilt,I felt guilty at not having practised the piano.  I waste my teacher's time and guidance.
joy,I watched a football match with my old friend.  The performance of the team was very good and the team members were full of spirit.  The match was excellent and every time a goal was scored I felt excited.
fear,"When I got the midterm exam results, the results were below average and were near the lowest.  I was scared of the final exam."
anger,"When I came back to my hostel, my bed was full of newspapers and dirty clothes.  My room-mate asked me to wash the clothes for him as he had no time (this was his responsibility).  The food we shared had been eaten up by him (I ate little)."
sadness,"My sister was impolite to my father when the family was having lunch together at a restaurant.  She thought that our parents had been prejudiced against her, this was an extreme thought."
disgust,When I was giving private tutorials to my student; he would not concentrate and was lazy.  He had not done the home work that I  had assigned and his academic level was very low.  It was a nuisance.
shame,During a meeting I said something wrong and the others laughed at me.
guilt,"I entered the hostel this year.  My mother was ill and could not move and needed people to look after her.  Every week I left home to go back to school, I felt guilty."
joy,I received a letter from a friend whom I was missing
fear,I feared that I would not be able to hand in the book-report on time as I had started working very late.  The book was difficult to read and my teacher did not accept my work as it was handed in late.
anger,My classmate always borrowed my notes and would not return it to me on time.  When I had a test she was selfish and irresponsible and so delayed my studies.
sadness,When I found that my coldness had hurt somebody's sincerity.
disgust,When I was studying and someone disturbed me.
shame,My teacher said that being university studets we did not have any self-initiative or self-control.
guilt,I took french leave to do my homework.
joy,I realized that a fellow member had grown spiritually.  I was the leader of a spiritual group and had prayed for him.  He did not want to burn the incense but his mother forced him to do it.  Finally his mother told him that he could discontinue if he got good results at school.
fear,Looking for the toilet in a dark place.
anger,"I gave tutorial to a student and I found that he was lazy, he did not pay attention to what I taught.  He did some easy questions wrong deliberately."
sadness,I saw a lot of starving people in a T.V news report.
disgust,"Our neighbour came and gossiped, about others, with my parents."
shame,"I promised a friend that I would return a book to it's owner for him , but I forgot to do it."
guilt,Saw a blue film in a cinema.
joy,"When I saw the certificate results, I did not feel very happy as I did not realize that I had got all the credits until my classmates pointed it out to me.  My parents and my relatives praised me and I realized that my results were good i.e 2A, 5B, 2C.  I felt satisfied with the results and was happy."
fear,An hour before receiving the certificate results I was very frightened.  When I saw others crying I felt very tense and as time went by my fear grew.
anger,"My classmate used her personal relations to get a seat for a subject that I wanted also.  I had taken the pains to help him apply and I did not get selected.  I did not like this as he had not told me the facts earlier, he need not have lied to me."
sadness,"When my mother went through an operation, it was not very serious but I was sad and could not sleep before the operation."
disgust,"During a recent meeting, Mr. A showed his excitement and overindulged in the notes delivered.  Though his curiosity could not be blamed, his way of accquiring knowledge was an extreme behaviour e.g he always tried to know what I was reading and gained everything he could."
shame,"When I was doing my homework at home, some relatives came and advised me to help my mother do the house-work."
guilt,While quarreling with my brother I broke the glass door of the cupboard and a china doll.  We were scolded by my father for breaking the door but we did not tell him about the door.
joy,When I was admitted to the Chinese universiity.
fear,An inter-college basket-ball match.
anger,Something was stolen.
sadness,When I learnt that my close friend was going to immigrate.
disgust,When the summer holiday job was almost over.
shame,During a meeting.
guilt,Failed to keep an appointment.
joy,When I told my girlfriend a joke openly and frankly.
fear,Once while crossing a road I was overcome with fear.
anger,My intimate girlfriend told me that her father was opposed to our relationship  and had insulted my integrity.
sadness,When my studies are too demanding and I cannot cope with it.
disgust,The behaviour of people spitting everywhere.
shame,I could not finish my homework on time.
guilt,After masturbation.
joy,When I finished the work that I had planned to do - my homework.
fear,I was not prepared for the exam but I wanted to sleep the night before the exam.
anger,Someone played a trick on me.
sadness,When the thing that made my friends and relatives sad happened to them.
disgust,It was a narrow and dirty passage which was located near the market and I had to stand there to wait for people.
shame,"I had something wrong, saying wrong things and being impolite to someone, and this had embarrassed the this person.  And I still meet the person."
guilt,I said something which was against my conscience.
joy,Several good friends made me a surprise visit and this made me happy.  They are my closest friends and we had not seen each other for a long time.
fear,The hero was chased by a terrible vampire in a suspense and horror film shown on T.V.
anger,"I worked with several classmates on a project.  I was very anxious about the project while my partners showed no concern  and when we had meetings on the project my classmates  did not pay any attention.  Some of them read books while the others argued on irrelevant questions.  The meeting would go on for two hours without the main theme being discussed.  We wasted time and could not reach a compromise.  My classmates avoided doing the work and the responsibilities, they seemed to value other projects more than this one."
sadness,One of my good friends had to migrate to America.  Our friendship had developed quite well and it was a pity as our friendship would fade.
disgust,"In a study group, a person always liked to argue on some unimportant, irrelevant and minor points.  He tried to persuade    others in an unfriendly way.  He was obstinate and would not accept  other's point of view."
shame,Once my presentation was the worst among my classmates as I had not prepared it well and had not seen it as important.  My presentation was so confused that it clearly showed my poor preparation.
guilt,I joked with an unfamiliar friend in an obstinate tone.  I was afraid of his misunderstanding me and being hurt and angry at me.  I felt sorry over my conduct and thought that I had to find an opportunity to apologize.
joy,"I remember my religious experience.  During  a gospel camp, a few friends of mine decided to believe in God.  The joy that I felt at that time was more than words can express.  I blessed them and praised God in my heart."
fear,"My friend and I had offended our classmate unintenionally.  We wanted to apologize to her so we decided to visit her.  We knew that she was stubborn so we were frightened.  When we rang her door bell, our fear was at it's climax"
anger,My girlfriend disliked it when I played majong (a game of gambling).  I expressed my regrets and when I went to see her she neglected my existance.  I was very angry and left in displeasure.
sadness,"When I said good-bye to my girlfriend.  I had spent two years on developing this relationship and it was unsuccessful, I felt very sad."
disgust,"My classmate got a \B\"" for his homework while I only got a \""C\"".  When we got the results he acted as if he did not merit this grade.  I found that his humility was hypocritical and I found it disgusting."""
shame,"Once in primary five, I had forgotten to take a book to class and the teacher punished me by asking me to stand at the back of the class.  I thought about the way my mother would react if she saw me being punished.  My mother was very good to me and though she did not see me punished, I felt sorry for her."
guilt,I had fixed a meeting with my classmates and I missed it as I was tired.  Besides everyone at the meeting was a stranger to me and I did not want to make friends with them.  Whatever the reasons - I  felt guilty.
joy,I learnt from the newspaper that I had been accepted at the Chinese university of H.K.  It was 7 o'clock in the morning.  Later I told my family and relatives about it and had tea with them very joyfully.
fear,"I was camping in an old broken hut which had no lights.  I had brought along a lamp which was not working very well.  The door made strange sounds and I was sure that strange things were happening.  The most terrifying bit was that there were many wardrobes in the hut and everytime that I looked in the glass of the wardrobe I felt that there were \objects\"" behind me.   The whole night was spent in fear and restlessness."""
anger,"During a football match, the other team was rude and they hurt my team members and me.  The coach was prejudiced against us and punished us unreasonably.  Later we fought with each other and the match had to be cut short."
sadness,I heard of the death of a closefriend of mine.  I had gone camping        with him shortly before his death and the whole thing seemed very  sudden to me. 
disgust,A  group of youngsters dressed in fads talked foul language on a bus.  They also insulted the  pedestrians on the road and were impolite to the passengers of the bus.
shame,In a Christian gathering's lucky draw I mistook a girl's name for mine (a boy's name).  I realized my mistake only when I went up to the stage for the prize.  I did not know what to do as everyone was looking at me.  I blushed and went back to my seat.
guilt,While playing basketball I broke a team member's spectacles.  His face was injured by the  pieces of glass.  It was not serious but I felt guilty and blamed myself for being too careless and vigorous in my game.
joy,"After a busy day I went back to my hostel.  I closed the door and had a drink, then I read my favourite book on the bed.  Suddenly I felt peace and joy."
fear,"When I went home and there was nobody, I waited till 2 A.M and      still nobody.  I was suddenly scared and anxious as this had never happened before.  In addition my mother was very weak and I feared that she had met with an accident.  Therefore I was anxious  all night."
anger,Yesterday I read in the newspaper that a 30 year old woman had abused her 2 month old son and had caused his death.  I was very angry after reading this as this is not a human act and to abuse so fragile a life is not a forgivable sin.
sadness,"I had a schoolmate who went to the hospital as her brain was bleeding.  She fell unconscious for three days and when I went to see her I saw the miserable state the family was in.  Moreover I could not do nothing for her.  I was very sad.  Finally, she died."
disgust,A tiresome person held me up all day long.  I was very busy then (I can not remember what the problem was).  He continously tried to make me talk to him and disturbed me.
shame,"One day, when I was sitting on the bus, there was an old woman standing beside me.  I was very tired and sleepy and did not think of giving her my seat.  A 50 year old woman who was sitting beside me got up and gave her seat to the old woman and said,  \ Old woman, please take my seat, the youngstters these days are not used to giving their seats to others.\""  When I heard these words I was very ashamed of myself and wanted to get off the bus at once.  """
guilt,"After an exam I was in a very bad mood as I had done it very       badly.  At home, my mother took so long to ask me how things had  gone that I lost my temper.  I overreacted and made my mother cry. She still prepared lunch for me and did not scold me .  Suddenly, I thought that it was my fault and I started crying.  "
joy,"I was appreciated by others, especially my family members and my friends."
fear,"Whenever I am alone in a dark room, walk alone on the street, sleep alone in the room at night or see something which is only partly visible.  This emotion was very strong when as an 8 year   old child I saw something horrible.  "
sadness,There was a conflict of interest between me and a close friend of mine.  He only thought about his own interest and not about our friendship.  This behaviour hurt his friends.  Another incident is when a friend isolated himself without giving any reasons.
disgust,When I saw a lot of rubbish and animal waste on the floor.
shame,When I was emotionally unstable I said things which may have hurt others or made them feel unhappy.  When I calmed down I realized that I had been selfish and had not taken into consideration the feelings of others.  Then I felt ashamed as someone pointed out my behaviour to me.
joy,"When I received the letter informing that I had been accepted to be a Chinese university student, I was excited as I had longed for it."
fear,"One day when I was a little boy, my friends asked me to play with them outside and to catch some boys.  However our parents did not know that we were out and when I got home it was very late and I feared being scolded by my parents."
anger,When I learnt that a friend of mine had talked about me to another friend and had said wrong things about my abilities and attitudes.  I was very angry.
sadness,About two years ago my girlfriend suggested that we separate.  This really gave me a shock as I had never thought that she would say such things.  The reason she gave me was that we were not suited for each other.
disgust,Once while studying for my exam I found so many complicated words that it disgusted me.
shame,When I was young I felt ashamed when our relatives visited us and I hid myself.
guilt,"I was so excited once that I told my classmate that she was old, this hurt her and I felt guilty."
fear,I am scared when I stroll alone on the Chung Chi college campus. 
anger,"One day, I discussed a very important question with A.  A suddenly declared that he would not accept my position and thought that he himself was right.  Moreover, he attacked  strongly, not my opinion but me personally."
sadness,"When I learnt that I had failed an exam,  This not only influenced my emotions but also other important tasks, it also made my record imperfect."
shame,One day I felt dizzy during a lecture.  When the lecturer asked us as to who had heard the fairy tale - I was the only one who put up his hand and this surprised the whole class.
guilt,"We always made a lot of noise during a certain lecture.  This may have been because we did not respect the lecturer. Finaly, the lecturer could not tolerate it and he scolded us angrily and pointed out our misbehaviour."
joy,I felt happy when I received the letter telling me that I had been admitted to the university.
fear,"During the first year in university I had bad results in both the terms, especially the first term.  I was afraid that  I would not be promoted to the next year and that the others would go ahead of me."
anger,Once my father slapped my mother for a small quarrel.
sadness,"A few years ago my mother suffered from canccer and died within two years.  We had not finished our studies then and could not bear our responsibilities as her children.  My mother had tried her best to take care of us but she lived in pain these two years.  Neither the doctor nor we could do anything for her as cancer is incurable.  I was very eager to replace her in suffernig , even die instead of her."
disgust,"I used to play with a group of classmates and I found out later that they were cheap in thought, behaviour and conduct - they would smoke, fight and speak foul language.  I thought that they destroyed the image of college students."
shame,It was discovered that I had received a warning letter as my G.P.A was very low.
guilt,Many years back I quarrelled with my younger brother for a small reason.  I used a pole to beat him and nearly broke his arm.  He recovered after a treatment which lasted several months.  After this our relationship was worse and he would not listen to me.
joy,"One Saturday afternoon, I deliberately dressed up nicely (I had been in a bad mood of late).  I hoped to go for a walk in the soft sunlight to try and uplift my spirits.  When I was having lunch in the canteen, two of my male classmates asked me as to why I was dressed so nicely (they had seldom joked with me before).  One of them said that he had a lounge suit and we would look very nice if we wore them together."
fear,The exam was drawing near and I wanted to prepare for it.  But I had a lot of other things to do so I did not have much time to prepare  for the exams.  Whenever I sat down to study I was scared that I would  not be able to finish it.
anger,A female classmate was always late for meetings which were for the homework and not social gatherings.  We were very busy and the deadline was close but we had to waste half an hour or an hour waiting for her as we could do nothing else then.
sadness,"After a meeting ended we started talking about when we would have the next discussion ( I had many tests the coming week and could not have a meeting in between, I thought that they would understand this as they had always done).  They did not understand my problem and thought that I should not have so many other activities.  Their reaction made me burst into tears."
disgust,When I was studying in the library a pair of lovers were sitting next to me talking in an intense and soft voice.  They were disturbing others.
shame,"During an informal discussion I contributed a lot even though I had not spent much time studying.  Whenever someone said that someone was not paying attention, or that he had too many other things to do, or that the persoon was not trying his best, I would feel ashamed."
guilt,Our class had organized a picnic in November.  I was the class representative so I became the organizor.  However the picnic was postponed by one week and I had something else to do then. Initially I did not ponder on what to do and decided to go for the picnic.  When I had the time to think about it I thought that my decision was wrong.  My classmates thought that I would go as I had signed my name but I did not go.  I told another class representative that I was not going but he did not know the reason behind my not going.  After the picnic my classmates asked me why I had not gone to the picnic and everytime someone mentioned it I was apologetic.  I should have decided right in the begining that I would not go and then they would not see me as irresponsible i.e promising to go and changing my mind afterwards.
joy,It was the first time I met him (my boyfriend Mr.W).  It was during the first term Summer vacations.  We met each other while handing in our homework.  He invited me have a trip with him and we were together till 8 P.M.
fear,The day the results of the certificate exam came out.  I went to school and at first I did not feel frightened.  By the time I reached the fourth floor ( the results were being given on the fifth floor) I found it difficult to walk and felt that I would die.
anger,One day I had sunned my favourite shirt and was putting it back in the wardrobe when my younger brother snatched it from me and wore it.  He had not had a bath and was very dirty.  I scolded him but he answered back and locked himself up in a room.  I was very angry so I starteed kicking on the door and abusing him loudly and freely.
sadness,When I was a child I was playing on the upper deck of the bed with my brother.  My parents slept on the lower deck.  My father felt disgusted and beat me up.  I felt very sad as my father had never beaten me or scolded me before.
disgust,My boyfriend and I did not have any contact with each other during  the Summer holidays.  I met him the day of the registration and looked  through him.  In the canteen he asked me if I wanted to have a drink and  I said no as I did not want him to do me a favour.
shame,On Christmas eve I went to a classmate's home with other classmates.  The next morning when I came out of the toilet she said something and I did not understand what she was saying.  When she pointed at my trousers I discovered that I had forgotten to zip them up.  I rushed back to the toilet but by the time the others had guessed what had happened.
guilt,"One night,when I was in primary 5 or 6, I felt thirsty so I fetched the thermos to pour a cup of water for myself.  Then I saw my brother lowering his head and I, jokingly, poured the       water on his head."
joy,I had gone camping with my old classmates and there was a storm.  We were in a flurry but at that time I felt the love and concern of my friends.
fear,I was on a trip to Phillipines during Summer and I was staying in a hotel.  The room I was staying in was very silent and had very dim lights.  The last night I felt frightened and lay awake - I could hear some sounds around me and dared not open my eyes - I waited for dawn.
anger,"I had a very good friend in secondary school.  The year after our graduation I prepared to celebrate her birthday and I called off all my appointments.  I got together the other friends and we were ready to give the entire day to her.  However this friend disappeared on her birthday.  When I phoned another friend I didcovered thay she was busy, I did not call her anymore."
sadness,I am a Christian but I cannot find any meaning in life . It seems that I am deceiving myself but I cannot find the way out.
disgust,A brother from one of the Christian fellowship often phoned me and talked to me for half an hour or more.  However there was nothing important in the conversation and I found the person very disgusting.
shame,I felt shame when I found that I was almost last in the exam.
guilt,Once I bought my sister a pair of sports shoes as she was going to join an athletic meet.  However the shoes were a little big and had a few flaws.  She muttered all the way and blamed me for having wasted her money anf I felt guilty.
joy,When the result of the certificate exam was announced.  I was surprised and happy as the result was better than I had expected.
fear,When I was young I got lost on the street and the police found me after a day.
anger,My sister once stole my mother's money and made her very angry.  After this my mother would beat her up for unreasonable reasons.  One day my sister lent her book to a friend without telling my mother about it.  When my mother learnt this she beat her up and even threatened her with a pair of scissors.  
sadness,My academic result was poor and I had to repeat the second year.  I felt sad about the coming several years.
disgust,"My mother was always fastidious about my room, bed time, etc.  She treated us strictly and punished us physically.   These things were intolerable."
shame,"I misunderstood a girl and thought that she loved me.  One day when I was talking to her, her boyfriend appeared and I felt ashamed."
guilt,"When I was in P3 I was always punished as I would forget to do my homework.  The first time that I was punished and not allowed to leave school, I slipped out of school."
joy,I was admited to the Chinese university of Hong Kong.  The day the results were announced I looked in the newspaper and saw my candidature number.
fear,"One year, when I went to a camp, I was chased by a dog.  I tried hard and finally managed to escape from it.  My torch suddenly went off and we talked about ghost stories and I thought that there were ghosts."
anger,When I was in F4 I played a basket-ball match against another school's team.  One of their team members kicked a team-mate of mine so I kicked him back and we had a fight with each other.
